"followup1","other1","language","length","mop","how_natural","rating_list","merged_ratings","text","number_of_reasons","max_workers","mean_rating","std_dev","std_dev_dropoff"
",,7,,,,10,,,6,,,10,11,,,,10,,,","











Satiacum did not have his conviction overturned so this is false






","es",15,"MOP4","4, 4, 2, 4, 4, 4, 3, 4, 4, 3, 4, 4, 1, 4, 4, 4, 3, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4","4, 4, 2, 4, 4, 4, 3, 4, 4, 3, 4, 4, 1, 4, 4, 4, 3, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 4","Satiacum was convicted , but the Supreme Court of the State of Washington overturned the conviction .",20,36,3.69444444444444,0.709907215041694,0.0443555628143621
",6,5,6,10,5,6,10,6,6,6,6,,,5,7,,,5,6,6,,,5","


















","ja",12,"MOP4","4, 3, 1, 1, 3, 3, 2, 2, 4, 4, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2","3, 3, 3, 4, 3, 3, 3, 2, 4, 2, 3, 3, 2, 2, 1","4, 3, 1, 1, 3, 3, 2, 2, 4, 4, 3, 3, 4, 4, 2, 2, 2, 4, 4, 2,3, 3, 3, 4, 3, 3, 3, 2, 4, 2, 3, 3, 2, 2, 1","Series is based on the novel written by Diana Gabaldon of  Outlander  .",24,35,2.8,0.933053179242275,0.0401094604959678
",,,7,8,,,,,,9,,,,,,,9,,9,9","


















","no",12,"MOP4","4, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 3, 4, 3, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 3, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 3, 4, 3, 3,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","She was the 2007-08 president of the National Conference of Democratic Mayors .",21,35,3.8,0.472788971703768,0.00812878306147496
",5,7,5,5,11,10,,,5,6,6,9,10,5,,,5,7,5,6,7,,5,10,,,5","



Words seem to be in the wrong order.














","ja",21,"MOP4","4, 3, 2, 1, 2, 3, 4, 4, 2, 1, 2, 4, 4, 2, 2, 4, 2, 4, 4, 1","1, 3, 4, 3, 2, 4, 4, 1, 1, 4, 2, 2, 4, 2, 1, 2, 3, 2","4, 3, 2, 1, 2, 3, 4, 4, 2, 1, 2, 4, 4, 2, 2, 4, 2, 4, 4, 1,1, 3, 4, 3, 2, 4, 4, 1, 1, 4, 2, 2, 4, 2, 1, 2, 3, 2","She was the People's Party for the chair of party democracy and freedom from March 29 1969 until March 15, 1975 .",28,38,2.63157894736842,1.14893729115399,0.0258642793925987
",,,,,,,9,,,5,11,10,,9,,,,,11,9","









The location of ""sent them to a meeting"" in the sentence seems to imply that the the albums were sent to a meeting.  Either additional information is required or the sentence can be restructured (last part to the beginning) to sound a bit more natural.







had instead of was
","no",21,"MOP4","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 2, 4, 4, 4, 4, 3, 2","4, 4, 1, 1, 4, 4, 4, 3, 4, 3, 2, 4, 2, 4, 3, 3","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 2, 4, 4, 4, 4, 3, 2,4, 4, 1, 1, 4, 4, 4, 3, 4, 3, 2, 4, 2, 4, 3, 3","Since she was already finished composing enough material for two albums , she sent them to a meeting to plan her debut.",21,36,3.36111111111111,0.930522979766226,0.0234068786028564
",,6,,,,,,,,9,,,,,,,,,","


















","ja",10,"MOP4","4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2","4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2","Since then , I've sold 1.36 million copies in the UK .",19,38,3.84210526315789,0.494636956110165,0.0962274196653667
"5,,11,,11,10,,,,,,,,,,,7,9,,,","

use of over complex words

Lots of big words that make this sentence difficult to understand.














","en",13,"MOP4","3, 4, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4","4, 3, 3, 4, 4, 1, 4, 1, 3, 4, 4, 4, 3, 3","3, 4, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4,4, 3, 3, 4, 4, 1, 4, 1, 3, 4, 4, 4, 3, 3","Solemnity does not suit them and fanatical monomanias are unimaginable in this context .",20,34,3.44117647058824,0.927400291809191,0.0224511396975918
"5,7,11,,,5,9,10,9,7,,5,6,5,9,10,10,5,6,9,5,6,9,5,7,9,7,10,5,5,10,5,6,9","It dooesn't make much sense.


















","es",10,"MOP4","2, 4, 4, 1, 2, 3, 4, 1, 1, 3, 1, 2, 2, 1, 3, 2, 2, 2, 1, 3","3, 2, 4, 1, 2, 3, 4, 2, 1, 1, 2, 1, 3, 1, 3","2, 4, 4, 1, 2, 3, 4, 1, 1, 3, 1, 2, 2, 1, 3, 2, 2, 2, 1, 3,3, 2, 4, 1, 2, 3, 4, 2, 1, 1, 2, 1, 3, 1, 3","Solemnity monomanias uncongenial and fans are unimaginable in this context.",34,35,2.2,1.0516094108276,0.00188405609494358
"5,9,10,5,9,10,5,6,9,10,6,9,10,9,10,10,9,10,9,10,6,10,7,8,,10,5,9,10,5,9,8,,5,9,10,5,10,5,6","


















","es",24,"MOP4","1, 1, 1, 2, 2, 2, 1, 3, 2, 3, 2, 4, 3, 2, 1, 3, 4, 2, 3, 2","1, 3, 4, 4, 1, 2, 1, 1, 2, 2, 4, 3, 2","1, 1, 1, 2, 2, 2, 1, 3, 2, 3, 2, 4, 3, 2, 1, 3, 4, 2, 3, 2,1, 3, 4, 4, 1, 2, 1, 1, 2, 2, 4, 3, 2","Sonora () officially Free and Sovereign State of Sonora ( ) is one of 31 states with the Federal District, comprise the 32 federative entities of Mexico .",40,33,2.24242424242424,1.03169469291741,0.023757103529811
"6,10,6,5,6,6,5,6,10,10,5,6,10,6,,5,6,10,5,6,,5,10,5,10,6,,6,5,6,10","


















","es",8,"MOP4","3, 3, 1, 3, 2, 3, 1, 3, 4, 1, 2, 4, 2, 2, 2, 3, 2, 4, 2, 3","3, 4, 4, 1, 4, 4, 3, 1, 4, 2, 2, 1, 4, 3, 3","3, 3, 1, 3, 2, 3, 1, 3, 4, 1, 2, 4, 2, 2, 2, 3, 2, 4, 2, 3,3, 4, 4, 1, 4, 4, 3, 1, 4, 2, 2, 1, 4, 3, 3","South of Shadwell Basin starting from the west :",31,35,2.65714285714286,1.0555973258235,0.0289008823983365
"5,6,,,5,9,10,6,6,5,9,,,5,5,5,5,6,11,5,9,6,10,,9","













Incomplete sentence




","en",8,"MOP4","2, 1, 4, 4, 1, 3, 3, 3, 4, 4, 2, 2, 2, 2, 3, 2, 1, 3, 4, 2","3, 2, 1, 3, 4, 1, 4, 2, 3, 1, 2, 3, 2, 4, 2","2, 1, 4, 4, 1, 3, 3, 3, 4, 4, 2, 2, 2, 2, 3, 2, 1, 3, 4, 2,3, 2, 1, 3, 4, 1, 4, 2, 3, 1, 2, 3, 2, 4, 2","South of Shadwell Basin starting from the west :",25,35,2.54285714285714,1.03874520294375,0.00430054150663151
"5,9,10,,9,10,5,9,,9,10,,6,9,5,10,5,6,9,10,9,10,,6,10","












","no",10,"MOP4","1, 4, 3, 2, 3, 4, 3, 4, 2, 3, 1, 1, 4, 3","2, 1, 1, 3, 3, 3, 2, 4, 2, 3, 4, 1, 1, 2, 2, 1","1, 4, 3, 2, 3, 4, 3, 4, 2, 3, 1, 1, 4, 3,2, 1, 1, 3, 3, 3, 2, 4, 2, 3, 4, 1, 1, 2, 2, 1","Spence married in 1958 ; She and her husband, a dentist ,",25,30,2.43333333333333,1.10432795395438,0.00121364283075787
"10,10,5,8,9,,9,,,,,,,,,,","














","en",23,"MOP4","3, 3, 3, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","3, 3, 3, 2, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","Stow Creek dates back to January 19 , 1748 , when it was formed as one of six precincts in the newly created Cumberland County .",16,34,3.76470588235294,0.553710542990555,0.00104106818025096
"9,8,9,,,6,5,5,,,,,,,,9,5,6,,11,7,","
















Lack of context maybe, since starting with the word ""such"" implies something is missing.

","es",16,"MOP4","2, 3, 4, 4, 3, 3, 1, 4, 4, 4, 4, 4, 4, 4, 3, 2, 4, 3, 3, 4","1, 3, 1, 1, 4, 2, 4, 2, 3, 2, 4, 2, 2, 2, 3, 1","2, 3, 4, 4, 3, 3, 1, 4, 4, 4, 4, 4, 4, 4, 3, 2, 4, 3, 3, 4,1, 3, 1, 1, 4, 2, 4, 2, 3, 2, 4, 2, 2, 2, 3, 1","Such alternative description of QCD physical could provide new methods to calculate many observables more efficiently .",21,36,2.88888888888889,1.08963369409246,0.0182093667941887
"9,1","","zh",12,"MOP4","3","4, 3, 3, 4, 3, 2, 2, 3, 4, 1, 1, 2, 3, 1, 2, 4, 4","3,4, 3, 3, 4, 3, 2, 2, 3, 4, 1, 1, 2, 3, 1, 2, 4, 4","Take also used to support the music track KIDZ from their 2010 album progress .",2,18,2.72222222222222,1.07405529245092,0.0432788860465043
"10,5,5,9,10,5,7,9,10,5,6,5,7,5,5,9,5,7,9,5,10,6,7,6,,6,6,5,10,9,","


















","ja",23,"MOP4","3, 2, 1, 2, 2, 2, 3, 1, 3, 3, 2, 1, 3, 1, 4, 2, 3, 1, 3, 4","2, 4, 2, 4, 2, 2, 1, 3, 3, 4, 2, 4, 2, 2, 1, 4, 1","3, 2, 1, 2, 2, 2, 3, 1, 3, 3, 2, 1, 3, 1, 4, 2, 3, 1, 3, 4,2, 4, 2, 4, 2, 2, 1, 3, 3, 4, 2, 4, 2, 2, 1, 4, 1","The ( born November 12, 1952 ) , Richard Hargrave Colless is a member of the KMT Australian politicians and the Australian New South Wales Parliament .",30,37,2.40540540540541,1.03975048982007,0.0338853368883525
"10,7,,,7,7,5,7,5,6,7,7,7,8,10,,5,7,,5,7,,7,,9","


















","en",20,"MOP4","3, 3, 4, 4, 3, 3, 2, 2, 1, 3, 2, 3, 4, 2, 4, 2, 4, 3, 4, 3","3, 4, 1, 4, 3, 3, 2, 4, 4, 1, 1, 4, 3, 3, 4, 1, 3, 4","3, 3, 4, 4, 3, 3, 2, 2, 1, 3, 2, 3, 4, 2, 4, 2, 4, 3, 4, 3,3, 4, 1, 4, 3, 3, 2, 4, 4, 1, 1, 4, 3, 3, 4, 1, 3, 4","The 2010 Scottish Cup Final was the 125th final of the Scotland's most prestigious football knockout competition , the Scottish Cup .",25,38,2.92105263157895,1.02354917618743,0.0123156185690434
",,,,,,,9,,,,,,5,10,10,,10,,10,","


















","no",19,"MOP4","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3","The Anglo -saksiske building was originally 34 feet wide by 38 feet long, and was probably divided into two rooms.",20,36,3.80555555555556,0.401386485959743,0.0418958580061722
",,,,,,,,,,,,,,,,,,,","


















","no",13,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","The change came after INN added HD capabilities to its centralized production studios.",19,35,3.97142857142857,0.169030850945703,0.169030850945703
"9,9,,,9,10,5,5,,5,10,9,6,,7,6,6,,6,6,,5","


















","no",12,"MOP4","3, 3, 4, 4, 3, 3, 2, 4, 2, 2, 2, 4, 2, 3, 3, 4, 2, 2, 4, 1","1, 4, 4, 3, 3, 2, 2, 2, 4, 2, 1, 4, 1, 4, 4","3, 3, 4, 4, 3, 3, 2, 4, 2, 2, 2, 4, 2, 3, 3, 4, 2, 2, 4, 1,1, 4, 4, 3, 3, 2, 2, 2, 4, 2, 1, 4, 1, 4, 4","The Committee has received, discussed and manuscripts sent out for critical review .",22,35,2.8,1.0516094108276,0.0125976425855603
",,,,,,7,,10,,7,,8,,,,,,,","


















","en",11,"MOP4","4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","The Committee received , discussed , and sent manuscripts out for critical review .",19,35,3.85714285714286,0.355035801248363,0.0236018186085547
"9,10,7,7,5,9,,,6,9,5,9,5,10,9,9,5,5,5,10,5,8,10","


















","zh",16,"MOP4","2, 3, 2, 2, 1, 4, 4, 2, 1, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3","1, 2, 1, 4, 2, 1, 1, 1, 2, 3, 1, 1, 4, 1, 2, 4, 4","2, 3, 2, 2, 1, 4, 4, 2, 1, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 3,1, 2, 1, 4, 2, 1, 1, 1, 2, 3, 1, 1, 4, 1, 2, 4, 4","The department has opened trade three -month and six -month futures dollar / CRCKZT exchange rate and KASE index .",23,37,2.24324324324324,1.03830538767651,0.0638415187040563
"5,,,,,5,9,10,10,,5,10,,9,10,5,10,,,,5,8,9,10,","


















","en",23,"MOP4","3, 4, 4, 4, 4, 3, 2, 2, 4, 1, 4, 3, 3, 3, 4, 4, 4, 3, 3, 4","2, 2, 4, 1, 2, 4, 3, 4, 4, 3, 3, 3, 2, 4, 2, 1","3, 4, 4, 4, 4, 3, 2, 2, 4, 1, 4, 3, 3, 3, 4, 4, 4, 3, 3, 4,2, 2, 4, 1, 2, 4, 3, 4, 4, 3, 3, 3, 2, 4, 2, 1","The different moments of primitive accumulation distribute themselves now , more or less in chronological order , particularly over Spain , Portugal , Holland , France , and England .",24,36,3.05555555555556,0.983998967608182,0.0585227448670574
"7,5,6,,7,10,9,9,,5,9,5,6,,10,,5,7,9,5,10,,10,5,9,10,7,10","


















","es",22,"MOP4","3, 2, 4, 3, 3, 2, 2, 4, 1, 1, 2, 4, 3, 4, 1, 2, 4, 2, 1, 1","3, 1, 3, 3, 1, 1, 1, 1, 4, 4, 2, 2, 3, 3, 2, 2","3, 2, 4, 3, 3, 2, 2, 4, 1, 1, 2, 4, 3, 4, 1, 2, 4, 2, 1, 1,3, 1, 3, 3, 1, 1, 1, 1, 4, 4, 2, 2, 3, 3, 2, 2","The doctrine merges Israeli counterterrorism tactics with advanced theories Fixing Broken Windows by criminologist George L. Kelling and James Q sociologist . Wilson.",28,36,2.36111111111111,1.09942264790669,0.0291244438552887
"7,9,10,,,5,5,9,10,7,,5,10,6,7,9,7,7,9,7,5,5,,5,5","


















","es",15,"MOP4","3, 3, 4, 4, 3, 2, 3, 4, 1, 3, 3, 3, 3, 2, 3, 1, 1, 4, 2, 1","1, 2, 2, 1, 4, 2, 4, 4, 3, 4, 4, 3, 4, 2, 2, 1, 2","3, 3, 4, 4, 3, 2, 3, 4, 1, 3, 3, 3, 3, 2, 3, 1, 1, 4, 2, 1,1, 2, 2, 1, 4, 2, 4, 4, 3, 4, 4, 3, 4, 2, 2, 1, 2","The early development of children's literature , before printing was invented , it is difficult to trace.",25,37,2.64864864864865,1.08566969133281,0.0127016097005179
"5,9,,,,,6,5,10,6,9,,,,5,6,10,9,5,5,10,6,,5,6,10","


















","es",17,"MOP4","2, 4, 4, 4, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3, 2, 3, 4, 1, 3","2, 2, 1, 3, 2, 2, 3, 1, 2, 2, 2, 1, 2, 4, 1","2, 4, 4, 4, 4, 2, 3, 2, 4, 4, 4, 2, 3, 2, 3, 2, 3, 4, 1, 3,2, 2, 1, 3, 2, 2, 3, 1, 2, 2, 2, 1, 2, 4, 1","The European Court of Human Rights ( ECHR) said on December 4, 2008 , the legality of the ban.",26,35,2.57142857142857,1.03712595768346,0.0361794359382004
"5,6,9,9,10,5,6,,5,5,9,,,10,5,,7,,,,5,10,5,10","


















","no",16,"MOP4","2, 2, 3, 2, 3, 4, 2, 3, 2, 4, 4, 3, 3, 4, 3, 4, 4, 4, 3, 2","2, 3, 1, 4, 2, 3, 1, 4, 4, 3, 1, 4, 3, 4, 1, 1","2, 2, 3, 2, 3, 4, 2, 3, 2, 4, 4, 3, 3, 4, 3, 4, 4, 4, 3, 2,2, 3, 1, 4, 2, 3, 1, 4, 4, 3, 1, 4, 3, 4, 1, 1","The highway began on US 62 south of Prairie Grove and drove south to a factory.",24,36,2.83333333333333,1.0555973258235,0.0726772337975066
"9,,,,,,5,10,11,,6,9,10,11,8,9,10,9,9,,9,10,9,11,","






Spacing is quite queer


Too many commas where they are not required. It breaks the sentence up and makes it difficult to read out loud.







There are extra spaces between the word and some of the commas.
","es",17,"MOP4","2, 4, 4, 4, 4, 4, 3, 3, 4, 3, 2, 3, 1, 3, 2, 4, 2, 3, 2, 4","4, 4, 4, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 1","2, 4, 4, 4, 4, 4, 3, 3, 4, 3, 2, 3, 1, 3, 2, 4, 2, 3, 2, 4,4, 4, 4, 2, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 1","The Interactive Products Group , with a workforce of 95, had his own animators , art department , and engineers .",24,38,3.26315789473684,0.920757928874163,0.0648726079697306
",,,,,,,,7,,,,,,,,,7,,","


















","en",14,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4","The race was stopped after 20 laps due to an accident involving Niklas Ajo .",19,37,3.91891891891892,0.27672473069203,0.0412206227152273
",6,,8,10,,,,,,,,6,7,9,,,,6,,","


















","en",23,"MOP4","4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 1, 3, 3, 4, 4, 4, 3, 4, 4","4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3, 1, 4","4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 1, 3, 3, 4, 4, 4, 3, 4, 4,4, 4, 4, 3, 4, 4, 3, 3, 4, 4, 4, 3, 1, 4","The reviews were formally brought to an end in 1967 by the Local Government ( Termination of Reviews ) Act 1967 , which dissolved the Commission .",20,34,3.55882352941176,0.785905247993376,0.125993230397286
",,,,,9,,,,5,9,,,,,9,10,,,,","


















","en",12,"MOP4","4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","The series is based on the  Outlander  novels written by Diana Gabaldon .",20,35,3.85714285714286,0.355035801248363,0.0236018186085547
"11,9,10,","non-English words.

","zh",9,"MOP4","3, 3, 4","2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 2, 2, 2, 4, 1","3, 3, 4,2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 2, 2, 2, 4, 1","The series is based on the book,  Outlander  novels戴安娜加瓦尔East .",3,19,2,1.05409255338946,0.0877471030396563
"7,,,,11,,6,7,5,,5,9,6,5,5,10,8,5,,5,6,5","



simply doesn't make sense














","zh",12,"MOP4","3, 4, 4, 4, 2, 4, 3, 2, 4, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 2","1, 4, 1, 1, 3, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 4","3, 4, 4, 4, 2, 4, 3, 2, 4, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 2,1, 4, 1, 1, 3, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 4","The siliceous quartz and different color from white to pale olive gray.",22,36,2.38888888888889,1.07644329099593,0.0315507814495035
",,,,,,,,,,,,,,,,,,,","


















","en",14,"MOP4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3","The socks include a design that features anatomically placed cushioning and an Achilles protector .",19,36,3.97222222222222,0.166666666666667,0.166666666666667
"7,7,7,,7,,,6,10,,6,10,11,6,9,7,,6,10,7,6,10,,,6,","








Lack of distinction between Lesley Snr and Lesley Jnr









","es",19,"MOP4","3, 2, 3, 4, 3, 4, 4, 1, 4, 3, 3, 2, 4, 3, 3, 3, 4, 4, 3, 4","1, 1, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2, 4","3, 2, 3, 4, 3, 4, 4, 1, 4, 3, 3, 2, 4, 3, 3, 3, 4, 4, 3, 4,1, 1, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 2, 4","The son of William T. Lesley Lesley was sheriff and a member of the Constitutional Convention of 1885 Florida.",25,34,3.23529411764706,0.955330294442451,0.00494836781946839
",,,,,,9,,,7,,,9,10,7,9,5,7,7,5,7,9,10","


















","zh",19,"MOP4","4, 4, 4, 4, 4, 4, 2, 4, 4, 3, 4, 4, 3, 2, 3, 2, 3, 2, 3, 2","4, 1, 4, 4, 2, 3, 4, 3, 4, 1, 1, 3, 2, 2, 4, 3, 2, 4, 2","4, 4, 4, 4, 4, 4, 2, 4, 4, 3, 4, 4, 3, 2, 3, 2, 3, 2, 3, 2,4, 1, 4, 4, 2, 3, 4, 3, 4, 1, 1, 3, 2, 2, 4, 3, 2, 4, 2","The station can also be seen in the chapter about the channel 6 and the high-definition digital channel 785 .",23,39,3.02564102564103,1.01273936708367,0.000684052335396812
",9,10,","

","no",14,"MOP4","4, 3, 4","4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4","4, 3, 4,4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4","The tail of a traditional lionhead can be fully separated , partially separated , or webbed .",3,21,3.71428571428571,0.717137165600636,0.342502840967959
"9,10,6,5,7,5,9,10,7,5,6,7,10,9,7,7,9,5,11,10,8,10,5,6,9,7,8,10,5,9","










wrong word go instead of getting







","no",24,"MOP4","3, 3, 3, 2, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 2, 2, 2, 2, 3, 1","2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 2, 4, 1, 3","3, 3, 3, 2, 3, 1, 2, 1, 2, 3, 2, 1, 2, 3, 2, 2, 2, 2, 3, 1,2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 2, 4, 1, 3","The two horses ran head-to -head down the stretch with a certain Dr Devious go ahead near the wire to win by a short head.",30,34,2.26470588235294,0.931236503808219,0.00720693438887954
"5,6,9,5,9,5,9,10,10,7,6,,9,10,5,6,9,,,7,9,7,10,5,5,6,9,5,10,6,5,5,6,9","


















","zh",13,"MOP4","2, 3, 3, 3, 1, 3, 2, 4, 2, 1, 4, 4, 3, 2, 2, 2, 2, 2, 1, 2","1, 2, 2, 2, 2, 4, 4, 1, 1, 4, 1, 3, 2","2, 3, 3, 3, 1, 3, 2, 4, 2, 1, 4, 4, 3, 2, 2, 2, 2, 2, 1, 2,1, 2, 2, 2, 2, 4, 4, 1, 1, 4, 1, 3, 2","Their first title ,  Home , released praise on September 28, 1999 , and successfully sold .",34,33,2.33333333333333,1.02062072615966,0.0245936625087964
"9,10,9,10,10,5,,,5,9,,,6,7,10,5,10,5,5,10,5,10,5,5,6,9,10,5,5,","


















","zh",16,"MOP4","1, 3, 3, 1, 4, 4, 2, 2, 4, 4, 3, 2, 1, 1, 1, 1, 2, 3, 3, 4","4, 3, 1, 1, 3, 3, 1, 1, 2, 1, 4, 2, 1, 1, 2, 2, 1","1, 3, 3, 1, 4, 4, 2, 2, 4, 4, 3, 2, 1, 1, 1, 1, 2, 3, 3, 4,4, 3, 1, 1, 3, 3, 1, 1, 2, 1, 4, 2, 1, 1, 2, 2, 1","Their name , talangpaz, meaning  rock or boulder , which evokes a religious house, they built on the rock.",29,37,2.21621621621622,1.15794682124908,0.0138506201619717
"5,10,5,10,5,9,10,5,7,10,5,9,10,10,5,9,10,10,10,5,9,10,5,6,10,5,9,7,9,10,9,10,5,9,5,9,10,5,6","


















","ja",18,"MOP4","3, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 2, 3, 2, 3, 2, 1, 2, 2","1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2","3, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 1, 2, 3, 2, 3, 2, 1, 2, 2,1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2","Then , by lowering , the fare of SpiceJet again was followed by , Jet Airways plans to attract more passengers .",39,36,1.69444444444444,0.78629127443586,0.0893409530745499
",,9,10,,,,,,5,,5,9,,5,,,,9,6,10,","


















","no",24,"MOP4","4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 1, 2, 4, 1, 4, 4, 4, 2, 2, 4","1, 2, 3, 4, 2, 3, 2, 4, 4, 2, 1, 4, 4, 3, 2, 3, 4, 2","4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 1, 2, 4, 1, 4, 4, 4, 2, 2, 4,1, 2, 3, 4, 2, 3, 2, 4, 4, 2, 1, 4, 4, 3, 2, 3, 4, 2","There are several denticles on the tail behind the spikes , and small individuals also have a bead backbone in the center of the plate.",21,38,3,1.11500818079656,0.00621564036622102
