"MOP","language","text","length","rating_list","mean_rating","worker_1","worker_2","worker_3","worker_4","worker_5","worker_6","worker_7","worker_8","worker_9","worker_10","worker_11","worker_12","worker_13","worker_14","worker_15","worker_16","worker_17","worker_18","worker_19","worker_20","max_workers","std_dev","std_dev_4","std_dev_8","std_dev_12","std_dev_dropoff"
"MOP4","no","They had a tough start , but they patched it up .",10,"3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4",3.82352941176,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,,,,17,0.392952623996688,0.5,0.462910049886276,0.452267016866645,0.0210867116087246
"MOP4","no","At the end of each day , the statement voiced and each craftsman takes home his / her earnings.",17,"2, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 4, 1",2.4,2,2,4,4,2,2,2,2,2,3,2,2,2,4,1,,,,,,15,0.9102589898328,1.15470053837925,0.925820099772551,0.792961461098759,0.142311342044495
"MOP4","no","The doctrine fuses Israeli tactics against terror with fixing Broken Windows theory put forward by criminologist George L. Kelling and social scientist James Q . Wilson.",25,"1, 3, 2, 3, 3, 3, 4, 2, 3, 2, 2, 2, 3, 3, 4, 2, 1",2.52941176471,1,3,2,3,3,3,4,2,3,2,2,2,3,3,4,2,1,,,,17,0.874474632195206,0.957427107756338,0.916125381312904,0.797724035217466,0.0579780512674801
"MOP4","no","Kevin Adams ' book North Carolina Waterfalls, shows the height as  about 45 feet ( 17 m ) high.",16,"3, 3, 4, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4",3.41176470588,3,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,4,,,,17,0.507299656195892,0.577350269189626,0.462910049886276,0.492365963917331,0.0193496197216257
"MOP4","no","The reviews were formally brought to an end in 1967 by the local authorities ( Termination Review ) Act 1967 , which dissolved the commission .",22,"4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 4, 2, 3",3.33333333333,4,4,4,3,3,3,3,4,3,3,3,4,4,2,3,,,,,,15,0.617213399848368,0.5,0.534522483824849,0.514928650544437,0.0983388781855968
"MOP4","no","Walker is portrayed by Cameron Mitchell as a supporting character in the 1985 film  Prince Jack .",16,"4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 4, 4, 1, 4, 4, 4",3.61111111111,4,4,4,4,4,4,3,3,4,3,3,4,4,4,1,4,4,4,,,18,0.777544316035229,0,0.462910049886276,0.492365963917331,0.0363967137697558
"MOP4","no","Kikaya is the son of Ambassador Kikaya bin Karubi , a former information minister of Congo, and a former special assistant to President Joseph Kabila .",24,"4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3",3.8,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,,,,,,15,0.414039335605413,0.5,0.462910049886276,0.389249472080761,0.0385055275060071
"MOP4","no","After graduation , she worked as a correspondent for the local newspaper ,  The Soviet Zhitomirshchina  , for 13 years.",17,"4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 4, 2, 4, 3, 4",3.53333333333,4,4,4,4,3,3,4,3,4,3,4,2,4,3,4,,,,,,15,0.639940473422184,0,0.517549169506766,0.674199862463242,0.0202848183513403
"MOP4","no","The split has received much publicity and was even featured in  Rolling Stone  ' s list of  The 10 messiest Band Breakups  .",21,"4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4",3.5,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,,,,,16,0.516397779494322,0.5,0.534522483824849,0.492365963917331,0.00284518848122672
"MOP4","no","Engaged in long-range strategic bombing of enemy targets in occupied Europe and Nazi Germany , attacking transportation, industry, oil industry and other measures as directed .",24,"2, 3, 2, 4, 3, 2, 1, 2, 4, 4, 4, 2, 1, 2, 3, 4",2.6875,2,3,2,4,3,2,1,2,4,4,4,2,1,2,3,4,,,,,16,1.07819293264239,0.957427107756338,0.916125381312904,1.05528970602217,0.011216626161453
"MOP4","no","Randonneur is a style of cycling that require covering long distances within a generously allotted time period of almost continuous riding.",21,"3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 4",3.4,3,4,3,4,4,3,3,3,4,3,3,4,3,3,4,,,,,,15,0.50709255283711,0.577350269189626,0.517549169506766,0.514928650544437,0.000722869295276651
"MOP4","no","Liu Bei territories in southern Jing -provinsen was guarded by Guan Yu while Lü Meng was responsible for Sun Quan -century .",19,"2, 3, 2, 1, 2, 3, 3, 1, 2, 1, 2, 1, 2, 2, 4, 1, 3",2.05882352941,2,3,2,1,2,3,3,1,2,1,2,1,2,2,4,1,3,,,,17,0.899346167730627,0.816496580927726,0.83452296039628,0.792961461098759,0.01563106604209
"MOP4","no","At the Latin Grammy Awards in Houston, Texas, after a presentation of various accordion in Latin music that touched it with his singing .",23,"1, 1, 2, 2, 3, 1, 2, 1, 2, 1, 2, 1, 3, 2, 1",1.66666666667,1,1,2,2,3,1,2,1,2,1,2,1,3,2,1,,,,,,15,0.723746864455746,0.577350269189626,0.744023809142845,0.668557923421521,0.0273207517430649
"MOP4","no","ACS makes a special  FAT  heavy duty BMX freewheel in 14T and 16T with 3/16  teeth only compatible with 3/16  chains .",21,"3, 3, 1, 3, 3, 3, 2, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3",3.05882352941,3,3,1,3,3,3,2,3,3,4,4,4,3,4,3,3,3,,,,17,0.747545001596402,1,0.744023809142845,0.852802865422442,0.0512636351215782
"MOP4","no","Jason Stewart ( born 1971 ) is an American film -and TV editor best known for his work on independent films and reality TV .",21,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3",3.875,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,,,,,16,0.341565025531987,0,0,0,0.341565025531987
"MOP4","no","Antoine ( Ton ) Boot ( born 16 October 1940 ) is a Dutch retired professional basketball coach and player.",16,"3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 3",3.75,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,,,,,16,0.447213595499958,0.5,0.353553390593274,0.452267016866645,0.0213982818736378
"MOP4","no","In other periods , especially 1939-1954 , rabbis tenures were very short , often a year or less.",15,"3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4",3.75,3,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,,,,,16,0.447213595499958,0.577350269189626,0.517549169506766,0.492365963917331,0.0215936354385375
"MOP4","no","With Huxley , he began working on a actin / myosin / ATP model for molecular motors , suggest that myosin would ratchet actin and exert a kind.",24,"1, 3, 2, 2, 3, 2, 3, 1, 2, 1, 1, 1, 3",1.92307692308,1,3,2,2,3,2,3,1,2,1,1,1,3,,,,,,,,13,0.862316498502576,0.816496580927726,0.83452296039628,0.834847109936722,0.0311070839089428
"MOP4","no","In 1917 , on his fiftieth birthday , galleries of Paul Cassirer provided a retrospective exhibition of one hundred and fifty drawings by Kollwitz .",22,"1, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4",3.6,1,3,3,4,4,4,4,4,4,3,4,4,4,4,4,,,,,,15,0.828078671210825,1.25830573921179,1.06066017177982,0.904534033733291,0.0489793480962042
"MOP4","no","This wheel is powered by the heat of a candle or electric light.",13,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3",3.94444444444,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,18,0.235702260395516,0,0,0,0.235702260395516
"MOP4","no","Its main industry is tourism, and it is visited by many people each summer .",14,"4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4",3.86666666667,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,,,,,,15,0.351865775274498,0,0.353553390593274,0.288675134594813,0.0745156771618838
"MOP4","no","X- 37B is the second reusable spacecraft to perform an automated landing after returning from orbit , the first being the Soviet Buran spacecraft in 1988 .",25,"4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4",3.82352941176,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,,,,17,0.392952623996688,0.5,0.353553390593274,0.389249472080761,0.0210867116087246
"MOP4","no","Other prizes instituted included Major Allen Award for excellence of character  with the whole school vote to determine the winner .",19,"3, 2, 2, 2, 2, 2, 4, 2, 3, 1, 4, 4, 3, 1, 3, 3, 2",2.52941176471,3,2,2,2,2,2,4,2,3,1,4,4,3,1,3,3,2,,,,17,0.943242218283799,0.5,0.744023809142845,0.996204919895622,0.0471881835882264
"MOP4","no","However, these rights and privileges (see dhimmitude ) , including freedom of religion and religious organization , were often established in principle but seldom corresponded to reality.",23,"4, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 4, 4, 2, 3, 4",3.52941176471,4,3,4,4,4,3,3,4,3,4,4,3,4,4,2,3,4,,,,17,0.624264272846798,0.5,0.517549169506766,0.514928650544437,0.0156762005753867
"MOP4","no","A customer in a nearby art gallery jokingly suggested that the city should have a festival to celebrate the accident.",20,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4",3.9375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,,,,16,0.25,0,0,0,0.25
"MOP4","no","Pluto and Neptune's orbits are in a 3: 2 resonance, which prevents their collision or any close approaches, regardless of their separation in z - axis.",25,"4, 4, 3, 2, 4, 3, 3, 4, 4, 3, 4, 4, 3, 4, 4, 3, 3",3.47058823529,4,4,3,2,4,3,3,4,4,3,4,4,3,4,4,3,3,,,,17,0.624264272846798,0.957427107756338,0.744023809142845,0.674199862463242,0.0156762005753867
"MOP4","no","The first press limited edition came with a special black and gold case and has both  Disorder - Intro  and  Disorder - Heaven  .",21,"3, 3, 2, 4, 3, 3, 4, 3, 3, 4, 4, 3, 3, 4, 2, 3, 4, 4",3.27777777778,3,3,2,4,3,3,4,3,3,4,4,3,3,4,2,3,4,4,,,18,0.669113158068688,0.816496580927726,0.640869944461656,0.621581560508061,0.0140050245009036
"MOP4","no","For example, one of his letters contain the phrase  official warning : WE HAVE",13,"2, 3, 2, 3, 3, 3, 2, 3, 1, 3, 2, 2, 1, 3, 2",2.33333333333,2,3,2,3,3,3,2,3,1,3,2,2,1,3,2,,,,,,15,0.723746864455746,0.577350269189626,0.517549169506766,0.668557923421521,0.0273207517430649
"MOP4","no","He feuded with Mike Enos before it folded shortly after in 2001.",12,"2, 2, 2, 3, 4, 3, 3, 2, 3, 2, 4, 3, 3, 4",2.85714285714,2,2,2,3,4,3,3,2,3,2,4,3,3,4,,,,,,,14,0.770328886519643,0.5,0.744023809142845,0.753778361444409,0.0165505250752341
"MOP4","no","On each occasion the experiment was stopped when the variation of dolphin behavior became too complicated to make further positive reinforcement meaningful.",22,"4, 4, 3, 4, 4, 3, 4, 3, 3, 2, 4, 3, 3, 4, 4",3.46666666667,4,4,3,4,4,3,4,3,3,2,4,3,3,4,4,,,,,,15,0.639940473422184,0.5,0.517549169506766,0.668557923421521,0.0105031621658065
"MOP4","no","The three hundred and fifth Bombardment Wing lost all his bomber units in 1970 when SAC underwent a major reorganization .",20,"3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4",3.61111111111,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,,,18,0.50163132570455,0.5,0.534522483824849,0.522232967867094,0.0107162125934297
"MOP4","no","However, the bus left from a TfL map shortly after it was stored , raising the ire of North Kingston residents.",20,"3, 3, 3, 2, 3, 2, 3, 3, 4, 4, 3, 3, 2, 1, 3, 2, 3, 4",2.83333333333,3,3,3,2,3,2,3,3,4,4,3,3,2,1,3,2,3,4,,,18,0.785905247993376,0.5,0.462910049886276,0.603022689155527,0.0113085787518924
"MOP4","no","Prensa Libre is a Guatemalan newspaper published in Guatemala City with  Prensa Libre, SA .  And distributed throughout the country .",19,"4, 4, 2, 3, 3, 3, 3, 3, 4, 3, 3, 2, 3, 3, 2, 2",2.9375,4,4,2,3,3,3,3,3,4,3,3,2,3,3,2,2,,,,,16,0.680073525436772,0.957427107756338,0.640869944461656,0.668557923421521,0.0643455992218902
"MOP4","no","All 600 models had three - synchro (no synchro on first ) 4-speed rear axles .",12,"4, 2, 2, 4, 1, 3, 4, 2, 1, 4, 3, 2, 2, 3, 2, 2, 3, 2",2.55555555556,4,2,2,4,1,3,4,2,1,4,3,2,2,3,2,2,3,2,,,18,0.983524408155643,1.15470053837925,1.16496474502144,1.15470053837925,0.0472519982487718
"MOP4","no","Inflation rendered useless these stamps for mailing of April 1944 ; they were withdrawn from circulation in July.",17,"3, 1, 3, 4, 4, 2, 3, 2, 3, 3, 2, 3, 1, 4, 4",2.8,3,1,3,4,4,2,3,2,3,3,2,3,1,4,4,,,,,,15,1.01418510567422,1.25830573921179,1.03509833901353,0.866025403784439,0.0534161828436971
"MOP4","no","He has established three international organizations ; is Sawaad - e - A'zam , Ahle Sunnat Haqeeqee and International Sunni movement which is non -profit and non- political movements .",24,"3, 4, 2, 1, 2, 2, 2, 4, 4, 2, 3, 3, 3, 3, 3, 3, 1, 2",2.61111111111,3,4,2,1,2,2,2,4,4,2,3,3,3,3,3,3,1,2,,,18,0.916443823180533,1.29099444873581,1.0690449676497,0.984731927834662,0.0600949846028576
"MOP4","no","By 1305 , it was titled 183 settlers living outside the city walls and only 52 in the city's defenses .",19,"2, 3, 2, 1, 3, 1, 1, 3, 3, 4, 1, 4, 1, 4, 3, 2",2.375,2,3,2,1,3,1,1,3,3,4,1,4,1,4,3,2,,,,,16,1.1474609652039,0.816496580927726,0.925820099772551,1.15470053837925,0.0682783070177295
"MOP4","no","The encounter with Christ in faith would be open in a church - society.",13,"2, 1, 4, 3, 2, 2, 2, 1, 4, 2, 2, 1, 2, 3, 2",2.2,2,1,4,3,2,2,2,1,4,2,2,1,2,3,2,,,,,,15,0.94112394811432,1.29099444873581,0.991031208965115,1.02985730108887,0.0459722854713289
"MOP4","no","Was inactivated in 1963 when SAC inactivated its provisional Strategic Wings , redesigned stuff them permanent Air Force Wings.",18,"1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1",1.38888888889,1,1,1,2,1,2,2,1,1,1,4,2,1,1,1,1,1,1,,,18,0.777544316035229,0.5,0.517549169506766,0.90033663737852,0.0363967137697558
"MOP4","no","Frank Andruski ( born 14 July 1943 ) was a football player in the Canadian Football League for eight years .",18,"4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4",3.875,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,,,,,16,0.341565025531987,0,0,0.389249472080761,0.0215714940692949
"MOP4","no","His MSc in International Relations from the London School of Economics and Political Science.",14,"2, 3, 3, 3, 1, 3, 2, 2, 2, 3, 2, 2, 2, 3, 4, 2, 3",2.47058823529,2,3,3,3,1,3,2,2,2,3,2,2,2,3,4,2,3,,,,17,0.717430053979439,0.5,0.744023809142845,0.65133894727893,0.0257932989777673
"MOP4","no","The last three polls mean Kerry leading 52 % to Bush at 43% to Nader 2%.",15,"1, 2, 3, 4, 2, 4, 1, 3, 3, 2, 3, 3, 3, 3, 3",2.66666666667,1,2,3,4,2,4,1,3,3,2,3,3,3,3,3,,,,,,15,0.899735410842437,1.29099444873581,1.19522860933439,0.996204919895622,0.0610335119880855
"MOP4","no","Kulturhuset is located next to the dental practice of service apartments.",11,"1, 2, 3, 4, 3, 3, 2, 1, 4, 4, 3, 3, 3, 1, 2",2.6,1,2,3,4,3,3,2,1,4,4,3,3,3,1,2,,,,,,15,1.0555973258235,1.29099444873581,1.06066017177982,1.05528970602217,0.0428579587398286
"MOP4","no","Willardia caicosensis is a deep sea sclerosponge ( coral sponge ) from the Turks and Caicos Islands .",15,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 3",3.8125,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,,,,,16,0.403112887414928,0,0,0.288675134594813,0.135851645502503
"MOP4","no","They feed on the leaves , and sometimes fruits , flowers and buds, and bark.",13,"3, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 3, 2, 4, 3, 4",3.375,3,4,3,4,3,4,4,3,3,3,4,3,2,4,3,4,,,,,16,0.61913918736689,0.577350269189626,0.534522483824849,0.514928650544437,0.0141845064097605
"MOP4","no","Under Stimson Doctrine , the United States and under similar doctrines , the legitimacy of the Soviet occupation of the Baltic States was never recognized .",23,"2, 1, 3, 2, 1, 3, 1, 2, 3, 2, 2, 2, 2, 2, 1, 3, 4",2.11764705882,2,1,3,2,1,3,1,2,3,2,2,2,2,2,1,3,4,,,,17,0.857492925712544,0.816496580927726,0.83452296039628,0.738548945875996,0.153761375163547
"MOP4","no","The name of the game means  bringing to life (  birth  ) .",10,"3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 3",3.58333333333,3,4,4,3,4,4,4,4,3,4,3,3,,,,,,,,,12,0.514928650544437,0.577350269189626,0.462910049886276,0.514928650544437,0.0318827590047893
"MOP4","no","Strong ligand field lead to low - spin complexes that cause some exceptions for 18 - electron rule.",16,"1, 3, 1, 2, 2, 2, 3, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2",1.66666666667,1,3,1,2,2,2,3,1,1,1,2,2,1,2,2,1,1,2,,,18,0.685994340570035,0.957427107756338,0.83452296039628,0.753778361444409,0.0181599985725516
"MOP4","no","This work addressed as most important questions in astronomy : the stability of the solar system , first studied by Laplace .",19,"3, 4, 4, 2, 4, 2, 2, 2, 3, 2, 1, 1, 3, 3, 1, 2",2.4375,3,4,4,2,4,2,2,2,3,2,1,1,3,3,1,2,,,,,16,1.03077640640442,0.957427107756338,0.991031208965115,1.08711461300922,0.0144265488420534
"MOP4","no","He has twice been awarded the Department of Defense Medal for Distinguished Public Service .",14,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3",3.89473684211,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,,19,0.315301767642306,0,0,0.288675134594813,0.0727661426059728
"MOP4","no","Being a part of the pedestrian zone , it is inaccessible by car, but it is the main hub for trams.",20,"2, 3, 3, 4, 4, 4, 3, 4, 2, 4, 3, 3, 3, 4",3.28571428571,2,3,3,4,4,4,3,4,2,4,3,3,3,4,,,,,,,14,0.726273039202563,0.816496580927726,0.744023809142845,0.753778361444409,0.0275053222418462
"MOP4","no","A Mansion House at the lower limit of Woodway grounds were known as Gorway .",14,"4, 3, 3, 3, 2, 3, 3, 2, 2, 4, 1, 4, 4, 2, 4, 2, 3",2.88235294118,4,3,3,3,2,3,3,2,2,4,1,4,4,2,4,2,3,,,,17,0.927520413601263,0.5,0.640869944461656,0.937436866561092,0.0336296911219914
"MOP4","no","Fraxinus dubia is a plant native to Mexico and Central America.",11,"3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4",3.86666666667,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,,,,,,15,0.351865775274498,0.5,0.353553390593274,0.288675134594813,0.0745156771618838
"MOP4","no","In 1983 Lunna married  Cuco  Peña , with whom she had three children , Gabriel, Juan and Angel ( they later divorced ) .",19,"4, 3, 4, 4, 3, 1, 3, 3, 4, 3, 3, 4, 3, 4, 3, 4",3.3125,4,3,4,4,3,1,3,3,4,3,3,4,3,4,3,4,,,,,16,0.79320026895272,0.5,0.991031208965115,0.866025403784439,0.0322200369028375
"MOP4","no","Voting percentages throughout the show are not made public.",9,"4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",3.9375,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,,,,,16,0.25,0,0.353553390593274,0.288675134594813,0.0172612419124244
"MOP4","no","Camilla Cavendish Hilary (born 1968) is Associate Editor , columnist and editorial writer for  The Times .",14,"4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 2, 4, 3, 4, 4, 4, 4, 4",3.7,4,4,3,4,4,4,3,4,4,4,3,4,2,4,3,4,4,4,4,4,20,0.571240570577479,0.5,0.462910049886276,0.452267016866645,0.0228479552085251
"MOP4","no","There are two remaining Lustron house in Pierre, including Peter Hansen House, and 38 in South Dakota.",17,"3, 1, 1, 3, 4, 1, 2, 2, 3, 2, 4, 2, 2, 3, 2, 4, 1, 3",2.38888888889,3,1,1,3,4,1,2,2,3,2,4,2,2,3,2,4,1,3,,,18,1.03690086251908,1.15470053837925,1.1259916264596,1.07308673997732,0.00612445611466406
"MOP4","no","All the historical adventures involving the JSA are remembered , and details are added .",13,"4, 4, 3, 2, 3, 2, 2, 4, 4, 3, 4, 4, 4, 3, 2, 4",3.25,4,4,3,2,3,2,2,4,4,3,4,4,4,3,2,4,,,,,16,0.856348838577675,0.957427107756338,0.925820099772551,0.866025403784439,0.0309285327221182
"MOP4","no","Sculptor Pierre- Charles Simart contributed Hellenic friezes and reliefs for the project.",12,"4, 3, 4, 3, 4, 2, 3, 4, 3, 4, 3, 2, 3, 4, 3, 4",3.3125,4,3,4,3,4,2,3,4,3,4,3,2,3,4,3,4,,,,,16,0.704154339142587,0.577350269189626,0.744023809142845,0.753778361444409,0.022118700059976
"MOP4","no","He was embedded with the Marines during the second (2003 ) Gulf War .",11,"3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 3, 2, 3, 4, 4, 4, 4, 2",3.5,3,4,3,4,4,4,4,4,4,3,3,2,3,4,4,4,4,2,,,18,0.707106781186548,0.577350269189626,0.462910049886276,0.674199862463242,0.0779539115806518
"MOP4","no","He died in 1960 , falling ill on a pilgrimage to Mecca.",11,"3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4",3.875,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,,,,,16,0.341565025531987,0.5,0.462910049886276,0.389249472080761,0.0215714940692949
"MOP4","no","He formed his own group with a handful of young men he calls his students. ",15,"3, 4, 3, 4, 3, 3, 4, 4, 3, 3, 3, 3, 2, 4, 4, 4, 3, 4",3.38888888889,3,4,3,4,3,3,4,4,3,3,3,3,2,4,4,4,3,4,,,18,0.607684988914186,0.577350269189626,0.534522483824849,0.492365963917331,0.0114541984527047
"MOP4","no","It seems that , just as quickly as templates promising young career began , it was over.",15,"2, 4, 2, 3, 3, 4, 1, 3, 2, 3, 3, 2, 2, 3, 3, 3, 4, 3",2.77777777778,2,4,2,3,3,4,1,3,2,3,3,2,2,3,3,3,4,3,,,18,0.808452083454443,0.957427107756338,1.03509833901353,0.887625364598595,0.0152518145017237
"MOP4","no","The Crown Prince is the present holder 's son William Henry Leicester Stanhope, Viscount Petersham ( b .",15,"3, 3, 2, 2, 3, 2, 2, 4, 2, 4, 2, 2, 3, 3, 3, 2, 2, 2",2.55555555556,3,3,2,2,3,2,2,4,2,4,2,2,3,3,3,2,2,2,,,18,0.704792186494566,0.577350269189626,0.744023809142845,0.792961461098759,0.014003101933695
"MOP4","no","One of these methods is the dynamic no- net flux - method.",11,"3, 4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3",3.5,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,3,,,,,16,0.516397779494322,0.577350269189626,0.534522483824849,0.514928650544437,0.00247674216844862
"MOP4","no","It is never mentioned about Zoey or anyone else at the PCA remained in contact with her after she left .",20,"1, 3, 3, 2, 3, 2, 4, 1, 1, 3, 2, 3, 2, 2, 2, 1, 2",2.17647058824,1,3,3,2,3,2,4,1,1,3,2,3,2,2,2,1,2,,,,17,0.88284300116492,0.957427107756338,1.06066017177982,0.984731927834662,0.000872100523617192
"MOP4","no","Metal working was established to produce armored plates for cars and a rudimentary weapons industry was founded.",17,"4, 2, 4, 3, 3, 3, 4, 4, 4, 3, 4, 2, 4, 3",3.35714285714,4,2,4,3,3,3,4,4,4,3,4,2,4,3,,,,,,,14,0.744946343668492,0.957427107756338,0.744023809142845,0.778498944161523,0.033552600493031
"MOP4","no","A supporter of VDAY , she appeared in the Vagina Monologues for three consecutive years as part of the national campaign to stop violence against women .",25,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4",3.9375,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,,,,,16,0.25,0,0,0.288675134594813,0.0172612419124244
"MOP4","no","He has a line of clothing at American Apparel and has appeared in their advertisements .",15,"4, 4, 4, 4, 3, 1, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4",3.73684210526,4,4,4,4,3,1,4,4,4,4,4,4,3,4,4,4,4,4,4,,19,0.733492805626908,0,1.0690449676497,0.887625364598595,0.038250827514382
"MOP4","no","Paul Pratt ( born May 1, 1985 ) is an American football cornerback who is currently a free agent .",17,"4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4",3.89473684211,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,,19,0.315301767642306,0,0,0,0.0168038144352299
"MOP4","no","John Horus fends off his attackers despite the loss of several of his eyes  .",13,"4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 1, 2, 3, 2, 3, 4",3.25,4,4,4,4,3,3,4,4,4,3,1,2,3,2,3,4,,,,,16,0.930949336251263,0,0.462910049886276,0.984731927834662,0.0440119196709664
"MOP4","no","Larsen / Kincaid arrives in town , meet Alice 's mother, widow Ellen Bailey ( Dorothy Green) .",13,"2, 1, 2, 2, 2, 1, 2, 2, 1, 3, 2, 2, 2, 3, 1, 2, 2, 1",1.83333333333,2,1,2,2,2,1,2,2,1,3,2,2,2,3,1,2,2,1,,,18,0.618346942400842,0.5,0.462910049886276,0.577350269189626,0.000792244966048017
"MOP4","no","Hardware acceleration of 2D operations has been a common feature of many window systems ( including X11 ) for many years .",19,"4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3",3.64705882353,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,3,,,,17,0.492592183071889,0.5,0.462910049886276,0.452267016866645,0.0348544748548256
"MOP4","no","Over the years , produced Norwegian Data a wide range of highly innovative computers.",13,"2, 1, 1, 1, 2, 3, 1, 2, 2, 2, 2, 2, 1, 2, 3, 2, 3, 1",1.83333333333,2,1,1,1,2,3,1,2,2,2,2,2,1,2,3,2,3,1,,,18,0.707106781186548,0.5,0.744023809142845,0.621581560508061,0.0519986476187627
"MOP4","no","The case has a thin rim and deep hood groove compared to most rimless pistol cartridges .",16,"4, 4, 4, 4, 3, 3, 4, 2, 1, 4, 4, 4",3.41666666667,4,4,4,4,3,3,4,2,1,4,4,4,,,,,,,,,12,0.996204919895622,0,0.755928946018454,0.996204919895622,0.0631449855757583
"MOP4","no","It has its own jurisdiction , four Eparchía , and one archeparchy led by a major archbishop ( ie church has its own synod ) .",21,"3, 3, 2, 3, 3, 3, 4, 3, 4, 3, 3, 4, 3",3.15384615385,3,3,2,3,3,3,4,3,4,3,3,4,3,,,,,,,,13,0.554700196225229,0.5,0.534522483824849,0.577350269189626,0.0153403062546354
"MOP4","no","Lesley son William T. Lesley was Sheriff and member of the Florida Constitutional Convention of 1885 .",16,"1, 3, 3, 4, 3, 4, 2, 2, 4, 1, 2, 2, 1, 2, 3, 3",2.5,1,3,3,4,3,4,2,2,4,1,2,2,1,2,3,3,,,,,16,1.03279555898864,1.25830573921179,1.03509833901353,1.08362466945083,0.0566139998152
